INSEE_COM,annee,nb_mutations,NbMaisons,NbApparts,PropMaison,PropAppart,PrixMoyen,Prixm2Moyen,SurfaceMoy
36084,2024,5,5,0,0,100,61340,1018,67
36085,2024,8,8,0,0,100,121886,1150,99
36086,2024,11,11,0,0,100,106318,1184,91
36087,2024,3,3,0,0,100,60667,744,79
36088,2024,134,124,10,7,93,88344,1062,84
36089,2024,3,3,0,0,100,81667,925,96
36090,2024,4,4,0,0,100,72000,786,86
36091,2024,8,7,1,12,88,155500,1377,114
36092,2024,4,4,0,0,100,53875,754,72
36093,2024,29,29,0,0,100,100922,1162,86
36094,2024,8,8,0,0,100,49775,688,76
36095,2024,5,5,0,0,100,73300,901,88
36096,2024,3,3,0,0,100,84000,962,79
36097,2024,9,9,0,0,100,97349,1215,81
36098,2024,1,1,0,0,100,38000,760,50
36099,2024,4,4,0,0,100,40762,693,60
36101,2024,13,13,0,0,100,140377,1326,106
36102,2024,3,3,0,0,100,108833,1350,82
36103,2024,14,13,1,7,93,79807,919,87
36104,2024,5,5,0,0,100,88884,834,103
36105,2024,5,5,0,0,100,69580,1125,73
36106,2024,4,4,0,0,100,39975,541,72
36107,2024,12,12,0,0,100,115411,1068,103
36108,2024,4,4,0,0,100,85498,1048,78
36109,2024,10,10,0,0,100,127061,1313,93
36110,2024,8,8,0,0,100,85362,1068,86
36111,2024,3,3,0,0,100,81833,1156,73
36112,2024,3,3,0,0,100,158000,1613,100
36113,2024,11,11,0,0,100,98945,1072,88
36114,2024,4,4,0,0,100,101000,853,126
36115,2024,1,1,0,0,100,148000,1644,90
36117,2024,6,6,0,0,100,101119,984,94
36118,2024,5,5,0,0,100,165306,1280,90
36119,2024,7,7,0,0,100,79468,979,86
36120,2024,6,6,0,0,100,161820,1799,91
36121,2024,1,1,0,0,100,54000,857,63
36123,2024,13,13,0,0,100,114396,1154,97
36124,2024,2,2,0,0,100,127000,1448,86
36125,2024,1,1,0,0,100,112000,1273,88
36126,2024,9,9,0,0,100,50965,662,84
36127,2024,25,25,0,0,100,129754,1241,99
36128,2024,11,11,0,0,100,150509,1527,111
36129,2024,9,9,0,0,100,139756,1282,113
36130,2024,1,1,0,0,100,74000,712,104
36131,2024,7,7,0,0,100,118914,952,115
36133,2024,2,2,0,0,100,61000,698,79
36134,2024,9,9,0,0,100,136667,1064,119
36135,2024,5,5,0,0,100,54640,677,88
36136,2024,2,2,0,0,100,91820,986,90
36137,2024,8,8,0,0,100,87375,814,104
36138,2024,4,4,0,0,100,91500,843,102
36139,2024,10,10,0,0,100,105160,1165,89
36140,2024,13,13,0,0,100,102515,1228,80
36141,2024,18,18,0,0,100,99772,993,100
36142,2024,19,19,0,0,100,127947,1300,100
36143,2024,7,7,0,0,100,122321,1100,106
36144,2024,3,3,0,0,100,77267,1428,56
36145,2024,3,3,0,0,100,217173,2103,111
36146,2024,5,5,0,0,100,76060,970,82
36147,2024,4,4,0,0,100,90000,700,134
36148,2024,12,12,0,0,100,93493,1109,84
36149,2024,13,13,0,0,100,87385,1119,85
36150,2024,7,7,0,0,100,107883,1233,85
36152,2024,6,6,0,0,100,84750,1095,77
36153,2024,3,3,0,0,100,57167,721,77
36154,2024,15,15,0,0,100,108414,1322,80
36155,2024,11,10,1,9,91,116115,1928,88
36156,2024,5,5,0,0,100,92600,813,120
36157,2024,6,6,0,0,100,99532,1017,100
36158,2024,11,11,0,0,100,75528,837,89
36159,2024,56,56,0,0,100,155693,1641,95
36160,2024,1,1,0,0,100,98000,1256,78
36161,2024,13,13,0,0,100,103685,1039,98
36162,2024,14,14,0,0,100,112250,1053,102
36163,2024,9,9,0,0,100,87244,889,99
36164,2024,1,1,0,0,100,65000,903,72
36165,2024,11,11,0,0,100,94136,1274,81
36166,2024,4,4,0,0,100,96250,656,120
36168,2024,4,3,1,25,75,57560,992,52
36169,2024,9,9,0,0,100,96056,849,102
36170,2024,1,1,0,0,100,115000,1250,92
36171,2024,35,35,0,0,100,80000,945,87
36172,2024,5,5,0,0,100,70400,662,106
36173,2024,4,4,0,0,100,76030,1019,89
36174,2024,3,3,0,0,100,47250,821,67
36175,2024,3,3,0,0,100,114083,1230,93
36176,2024,8,8,0,0,100,113750,1144,97
36177,2024,1,1,0,0,100,85000,977,87
36178,2024,4,4,0,0,100,93750,1058,98
36179,2024,2,2,0,0,100,253000,2392,118
36180,2024,17,17,0,0,100,105529,1165,95
36181,2024,5,5,0,0,100,137500,1154,127
36182,2024,6,5,1,17,83,142968,986,118
36184,2024,10,10,0,0,100,77971,916,87
36185,2024,5,5,0,0,100,106780,1004,99
36186,2024,5,5,0,0,100,105458,1436,91
36187,2024,2,2,0,0,100,54750,763,85
36188,2024,2,2,0,0,100,81500,1619,54
36189,2024,20,20,0,0,100,110055,1168,89
36190,2024,4,4,0,0,100,94250,1199,78
36191,2024,8,8,0,0,100,89438,1129,79
36192,2024,15,15,0,0,100,98900,1108,88
36193,2024,2,2,0,0,100,97000,1166,79
36194,2024,9,9,0,0,100,80111,1002,80
36195,2024,10,10,0,0,100,134875,1457,105
36196,2024,3,3,0,0,100,59333,676,86
36197,2024,1,1,0,0,100,49000,653,75
36198,2024,7,7,0,0,100,89000,730,117
36199,2024,8,8,0,0,100,109500,953,115
36200,2024,29,29,0,0,100,91866,1056,87
36202,2024,24,23,1,4,96,128392,1334,94
36204,2024,6,6,0,0,100,61225,834,76
36205,2024,1,1,0,0,100,1713000,9517,180
36207,2024,10,10,0,0,100,74533,903,80
36208,2024,13,11,2,15,85,145154,1304,98
36209,2024,4,4,0,0,100,72975,758,85
36210,2024,2,2,0,0,100,36000,806,46
36211,2024,5,5,0,0,100,94900,963,101
36212,2024,2,2,0,0,100,56550,886,61
36214,2024,3,3,0,0,100,85000,973,76
36215,2024,6,6,0,0,100,132875,1155,111
36216,2024,1,1,0,0,100,100000,1724,58
36217,2024,1,1,0,0,100,110000,1000,110
36218,2024,2,2,0,0,100,122500,674,180
36219,2024,9,9,0,0,100,115189,1275,89
36220,2024,18,18,0,0,100,111553,1171,88
36221,2024,11,11,0,0,100,83364,840,95
36222,2024,3,3,0,0,100,82333,1264,65
36223,2024,2,2,0,0,100,73710,702,112
36224,2024,19,19,0,0,100,93387,1077,95
36225,2024,2,2,0,0,100,23000,546,45
36226,2024,4,4,0,0,100,106388,802,131
36227,2024,6,6,0,0,100,59900,808,69
36228,2024,29,29,0,0,100,98165,1083,90
36229,2024,17,17,0,0,100,102685,1070,90
36230,2024,24,24,0,0,100,84128,851,97
36231,2024,4,4,0,0,100,183000,1342,134
36232,2024,14,13,1,7,93,96643,1061,91
36233,2024,5,5,0,0,100,82800,923,91
36234,2024,3,3,0,0,100,146900,1156,143
36235,2024,8,8,0,0,100,146105,1459,125
36236,2024,8,8,0,0,100,92710,920,102
36237,2024,7,7,0,0,100,80486,977,79
36238,2024,4,4,0,0,100,71000,676,88
36239,2024,2,2,0,0,100,124000,936,124
36240,2024,6,6,0,0,100,82500,1284,72
36241,2024,29,23,6,21,79,105486,1470,82
36243,2024,3,3,0,0,100,52000,685,75
36244,2024,9,9,0,0,100,103603,1089,99
36247,2024,12,12,0,0,100,145735,1427,104
36248,2024,3,3,0,0,100,143333,1543,107
37001,2024,8,8,0,0,100,126175,1395,88
37002,2024,15,15,0,0,100,179322,1806,102
37003,2024,160,118,42,26,74,224937,2516,90
37004,2024,6,6,0,0,100,293142,1819,149
37005,2024,8,8,0,0,100,146596,1310,98
37006,2024,28,28,0,0,100,255537,2257,114
37007,2024,3,3,0,0,100,156000,1406,109
37008,2024,22,22,0,0,100,257609,2369,117
37009,2024,2,2,0,0,100,125906,2056,64
37010,2024,16,16,0,0,100,161630,1752,93
37011,2024,16,16,0,0,100,198116,1979,106
37012,2024,7,7,0,0,100,172926,1677,125
37013,2024,6,6,0,0,100,203826,3143,95
37014,2024,27,23,4,15,85,214002,2387,100
37015,2024,32,31,1,3,97,221030,2318,98
37016,2024,2,2,0,0,100,186000,1660,112
37018,2024,77,62,15,19,81,289112,2834,104
37019,2024,6,6,0,0,100,102017,1126,92
37020,2024,27,27,0,0,100,191128,1792,107
37021,2024,15,15,0,0,100,154730,1681,92
37022,2024,25,25,0,0,100,179636,1969,96
37023,2024,3,3,0,0,100,101667,2085,64
37024,2024,11,11,0,0,100,187632,1851,102
37025,2024,10,10,0,0,100,248317,2408,112
37026,2024,11,11,0,0,100,114420,1090,98
37027,2024,45,39,6,13,87,207042,2569,90
37028,2024,12,12,0,0,100,109292,999,108
37029,2024,6,6,0,0,100,174133,1548,104
37030,2024,6,6,0,0,100,218484,1755,123
37031,2024,51,41,10,20,80,154814,1691,92
37032,2024,1,1,0,0,100,80000,721,111
37033,2024,6,6,0,0,100,211352,1710,120
37034,2024,3,3,0,0,100,98167,697,133
37035,2024,4,4,0,0,100,113875,1018,118
37036,2024,4,4,0,0,100,145750,1092,135
37037,2024,3,3,0,0,100,176333,1300,155
37038,2024,7,7,0,0,100,118143,1287,97
37039,2024,5,5,0,0,100,77600,1066,80
37040,2024,2,2,0,0,100,441000,3843,101
37041,2024,5,5,0,0,100,124000,1465,79
37042,2024,9,9,0,0,100,228233,1868,114
37043,2024,14,14,0,0,100,191782,1987,104
37044,2024,2,2,0,0,100,110049,1275,82
37045,2024,10,10,0,0,100,155571,1348,129
37046,2024,4,4,0,0,100,305307,1906,148
37047,2024,11,11,0,0,100,271900,3074,108
37048,2024,4,4,0,0,100,102319,921,113
37049,2024,14,14,0,0,100,173250,1902,95
37050,2024,155,79,76,49,51,220104,2760,81
37051,2024,13,13,0,0,100,203096,1511,130
37052,2024,3,3,0,0,100,199833,2500,85
37053,2024,2,2,0,0,100,212128,2617,82
37054,2024,21,20,1,5,95,240958,2334,103
37055,2024,8,8,0,0,100,158750,1383,114
37056,2024,1,1,0,0,100,145500,1692,86
37057,2024,11,11,0,0,100,134155,1214,110
37058,2024,13,13,0,0,100,140062,1662,87
37059,2024,6,6,0,0,100,255500,2447,106
37060,2024,17,17,0,0,100,196247,1972,100
37061,2024,6,6,0,0,100,107581,878,120
37062,2024,27,27,0,0,100,158868,1628,92
37063,2024,51,47,4,8,92,124132,1518,84
37064,2024,2,2,0,0,100,82000,841,92
37065,2024,4,4,0,0,100,116800,907,143
37066,2024,9,9,0,0,100,167789,1612,103
37067,2024,21,21,0,0,100,209200,2624,82
37068,2024,6,6,0,0,100,150950,1276,126
37069,2024,1,1,0,0,100,130500,1788,73
37070,2024,6,6,0,0,100,165221,1960,82
37071,2024,1,1,0,0,100,150000,1613,93
37072,2024,128,82,46,36,64,149691,1795,83
37073,2024,12,12,0,0,100,165500,2000,94
37074,2024,28,28,0,0,100,159351,1702,110
37075,2024,3,3,0,0,100,146267,1272,119
37076,2024,6,6,0,0,100,165155,1178,128
37077,2024,43,42,1,2,98,203241,2076,102
37078,2024,6,6,0,0,100,152667,1311,116
37079,2024,16,15,1,6,94,190868,2406,93
37080,2024,5,5,0,0,100,139200,1574,94
37081,2024,14,14,0,0,100,218200,1996,109
37082,2024,8,8,0,0,100,141933,1436,92
37083,2024,11,11,0,0,100,199464,1973,105
37084,2024,5,5,0,0,100,73600,789,95
37085,2024,3,3,0,0,100,105667,2081,48
37086,2024,2,2,0,0,100,124500,1028,117
37087,2024,6,6,0,0,100,178514,1504,132
37089,2024,7,7,0,0,100,273005,1999,129
37090,2024,2,2,0,0,100,346825,2359,145
37091,2024,28,28,0,0,100,210747,2067,104
37092,2024,1,1,0,0,100,241400,2414,100
37093,2024,7,7,0,0,100,164943,1648,99
37094,2024,9,9,0,0,100,138918,1391,95
37095,2024,1,1,0,0,100,330000,2025,163
37096,2024,4,4,0,0,100,138075,2288,69
37097,2024,8,8,0,0,100,227484,1812,128
37098,2024,9,8,1,11,89,109136,1489,76
37099,2024,8,8,0,0,100,290035,2544,108
37100,2024,9,9,0,0,100,134517,1433,90
37101,2024,4,4,0,0,100,123075,1382,105
37103,2024,1,1,0,0,100,55000,705,78
37104,2024,57,57,0,0,100,277334,2457,118
37105,2024,3,3,0,0,100,82667,1127,88
37107,2024,6,6,0,0,100,118733,1160,105
37108,2024,7,7,0,0,100,231871,2432,105
37109,2024,95,86,9,9,91,308944,2895,107
37110,2024,16,16,0,0,100,180743,1618,117
37111,2024,31,31,0,0,100,150447,1602,106
37112,2024,8,8,0,0,100,111385,1267,91
37113,2024,11,10,1,9,91,73227,944,75
37114,2024,2,2,0,0,100,35250,500,70
37115,2024,63,54,9,14,86,98568,1180,86
37116,2024,6,6,0,0,100,116665,1078,105
37117,2024,4,4,0,0,100,228500,1735,148
37118,2024,17,17,0,0,100,172035,1516,117
37119,2024,17,17,0,0,100,124632,1540,101
37121,2024,5,5,0,0,100,92920,939,95
37122,2024,497,231,266,54,46,174693,2377,74
37123,2024,35,35,0,0,100,196832,2312,91
37124,2024,25,24,1,4,96,304969,2768,109
37125,2024,2,2,0,0,100,195000,1836,106
37126,2024,3,3,0,0,100,52350,1420,54
37127,2024,1,1,0,0,100,150000,824,182
37128,2024,11,11,0,0,100,212919,2125,102
37129,2024,16,16,0,0,100,201922,1556,137
37130,2024,25,25,0,0,100,113976,1391,83
37131,2024,14,14,0,0,100,167290,1943,91
37132,2024,87,82,5,6,94,181002,1978,95
37133,2024,7,7,0,0,100,99853,1054,99
37134,2024,7,7,0,0,100,177941,1947,98
37136,2024,3,3,0,0,100,179000,1660,108
37137,2024,2,2,0,0,100,58000,595,89
37138,2024,10,10,0,0,100,196355,2319,86
37139,2024,54,53,1,2,98,258503,2511,102
37140,2024,3,3,0,0,100,177900,1588,109
37141,2024,6,6,0,0,100,226401,2203,124
37142,2024,4,4,0,0,100,216080,2089,121
37143,2024,17,17,0,0,100,131688,1349,96
37144,2024,5,5,0,0,100,147200,1923,80
37145,2024,4,4,0,0,100,152500,1422,108
37146,2024,4,4,0,0,100,176400,1495,108
37147,2024,4,4,0,0,100,90950,1042,88
37148,2024,4,4,0,0,100,125625,1726,73
37149,2024,6,6,0,0,100,115500,1151,94
37150,2024,16,16,0,0,100,215819,2111,104
37151,2024,23,22,1,4,96,260075,2589,104
37152,2024,15,15,0,0,100,420200,2985,139
37153,2024,37,35,2,5,95,221142,2230,102
37154,2024,49,47,2,4,96,275385,2437,115
37155,2024,7,7,0,0,100,139415,1497,90
37156,2024,108,97,11,10,90,218833,2373,93
37157,2024,5,5,0,0,100,129341,1538,99
37158,2024,5,5,0,0,100,248223,1666,146
37159,2024,68,63,5,7,93,231228,2327,102
37160,2024,4,4,0,0,100,196462,1725,116
37161,2024,9,9,0,0,100,170889,1866,93
37162,2024,5,5,0,0,100,148920,1685,108
37163,2024,40,40,0,0,100,184046,1986,92
37165,2024,3,3,0,0,100,147333,1603,92
37166,2024,8,8,0,0,100,166938,2025,80
37167,2024,25,18,7,28,72,167633,1878,92
37168,2024,3,3,0,0,100,178667,1769,97
37169,2024,7,7,0,0,100,165786,1977,84
37170,2024,8,8,0,0,100,182175,1879,105
37171,2024,17,17,0,0,100,244225,3382,90
37172,2024,29,26,3,10,90,253326,2639,97
37173,2024,13,13,0,0,100,69038,893,78
37174,2024,15,15,0,0,100,160460,1625,97
37175,2024,9,9,0,0,100,189233,1992,96
37176,2024,8,8,0,0,100,189375,1772,113
37177,2024,6,6,0,0,100,171706,1644,86
37178,2024,5,5,0,0,100,159300,2340,69
37179,2024,17,16,1,6,94,290456,2946,99
37180,2024,5,5,0,0,100,93976,1070,88
37181,2024,4,4,0,0,100,124250,1173,115
37182,2024,10,10,0,0,100,230649,2899,98
37183,2024,24,22,2,8,92,166534,1500,110
37184,2024,3,3,0,0,100,156100,1896,94
37185,2024,14,13,1,7,93,204593,2546,82
37186,2024,13,13,0,0,100,214246,2214,98
37187,2024,5,5,0,0,100,106840,1162,92
37188,2024,9,9,0,0,100,118063,1289,89
37189,2024,23,22,1,4,96,83815,823,91
37190,2024,3,3,0,0,100,109333,991,105
37191,2024,2,2,0,0,100,66500,1019,60
37192,2024,11,11,0,0,100,146864,1874,84
37193,2024,13,13,0,0,100,287577,2155,134
37194,2024,18,18,0,0,100,210118,2071,102
37195,2024,154,50,104,68,32,196131,2798,70
37196,2024,23,21,2,9,91,116305,1184,106
37197,2024,9,9,0,0,100,212089,2050,101
37198,2024,3,3,0,0,100,176544,1423,123
37199,2024,3,3,0,0,100,32833,722,46
37200,2024,15,15,0,0,100,117387,1473,80
37201,2024,8,8,0,0,100,174339,1638,114
37202,2024,8,8,0,0,100,183762,1729,111
37203,2024,35,33,2,6,94,352716,3659,107
37204,2024,16,16,0,0,100,272547,2477,110
37205,2024,10,10,0,0,100,194968,2087,90
37206,2024,14,14,0,0,100,407017,3477,117
37207,2024,6,6,0,0,100,80633,918,90
37208,2024,165,127,38,23,77,286282,2820,101
37210,2024,9,9,0,0,100,195475,1569,119
37211,2024,20,20,0,0,100,204735,2260,94
37212,2024,7,7,0,0,100,176343,1750,100
37213,2024,11,11,0,0,100,118468,1609,72
37214,2024,222,125,97,44,56,289995,3103,91
37216,2024,27,27,0,0,100,145677,1649,95
37217,2024,16,16,0,0,100,300128,2451,122
37218,2024,10,10,0,0,100,173106,1657,110
37219,2024,11,11,0,0,100,190020,2157,81
37220,2024,9,9,0,0,100,125356,1222,103
37221,2024,3,3,0,0,100,161667,1249,134
37222,2024,8,8,0,0,100,127238,1331,100
37223,2024,6,6,0,0,100,166333,1889,96
37224,2024,10,10,0,0,100,180600,1694,105
37225,2024,27,27,0,0,100,243391,2236,114
37226,2024,36,33,3,8,92,144881,1810,83
37228,2024,10,10,0,0,100,188978,2044,104
37229,2024,4,4,0,0,100,188250,1813,108
37230,2024,5,5,0,0,100,265320,2036,133
37231,2024,23,19,4,17,83,130478,1864,78
37232,2024,17,17,0,0,100,155772,1532,101
37233,2024,131,85,46,35,65,173681,2237,79
37234,2024,6,6,0,0,100,173783,1479,116
37236,2024,4,4,0,0,100,212504,1959,116
37237,2024,11,10,1,9,91,281807,2519,110
37238,2024,3,3,0,0,100,177333,1841,88
37240,2024,7,7,0,0,100,150842,1335,107
37241,2024,23,23,0,0,100,132715,1513,86
37242,2024,16,16,0,0,100,195694,1879,109
37243,2024,34,33,1,3,97,269525,2381,113
37244,2024,2,2,0,0,100,139500,1381,96
37245,2024,17,17,0,0,100,281320,2856,105
37246,2024,2,2,0,0,100,192500,1995,86
37247,2024,3,3,0,0,100,73800,1125,69
37248,2024,3,3,0,0,100,159500,1683,91
37249,2024,13,13,0,0,100,185077,1830,104
37250,2024,15,15,0,0,100,200217,2263,95
37251,2024,11,11,0,0,100,227227,2025,134
37252,2024,7,6,1,14,86,124500,1614,75
37253,2024,3,3,0,0,100,207895,1951,97
37254,2024,22,22,0,0,100,187179,2060,94
37255,2024,4,4,0,0,100,111750,1574,76
37256,2024,4,4,0,0,100,127250,2114,72
37257,2024,15,15,0,0,100,193893,1783,108
37258,2024,2,2,0,0,100,182500,1616,106
37259,2024,10,10,0,0,100,68700,979,78
37260,2024,9,9,0,0,100,87222,949,93
37261,2024,1945,434,1511,78,22,190782,2954,65
37262,2024,3,3,0,0,100,130333,1091,120
37263,2024,21,20,1,5,95,220073,2506,89
37264,2024,12,12,0,0,100,253183,2286,116
37265,2024,5,5,0,0,100,67300,1190,64
37266,2024,71,66,5,7,93,261216,2728,98
37267,2024,46,45,1,2,98,250637,2507,103
37269,2024,4,4,0,0,100,63250,887,79
37270,2024,26,26,0,0,100,189399,2271,84
37271,2024,9,9,0,0,100,159623,1660,96
37272,2024,13,13,0,0,100,262576,2346,106
37273,2024,55,50,5,9,91,236745,2558,96
37274,2024,3,3,0,0,100,103333,1012,95
37275,2024,3,3,0,0,100,65633,1018,72
37276,2024,11,11,0,0,100,190534,2010,98
37277,2024,6,6,0,0,100,140000,1332,105
37278,2024,7,7,0,0,100,172564,1998,91
37279,2024,8,8,0,0,100,140534,1437,99
37280,2024,1,1,0,0,100,219100,1685,130
37281,2024,49,41,8,16,84,254183,2897,92
37282,2024,15,14,1,7,93,114556,1752,80
38001,2024,68,56,12,18,82,220094,2484,88
38002,2024,47,4,43,91,9,133525,3281,39
38003,2024,4,4,0,0,100,244741,2336,102
38004,2024,6,6,0,0,100,207391,2187,99
38005,2024,11,8,3,27,73,364494,4035,101
38006,2024,94,26,68,72,28,129284,2152,59
38008,2024,1,1,0,0,100,70000,1077,65
38009,2024,12,10,2,17,83,221006,2158,92
38010,2024,6,6,0,0,100,263717,2767,98
38011,2024,11,9,2,18,82,323925,3521,93
38012,2024,32,24,8,25,75,206001,2330,90
38013,2024,57,32,25,44,56,228218,2689,84
38015,2024,13,11,2,15,85,259394,2654,102
38017,2024,17,17,0,0,100,309085,2865,106
38018,2024,3,3,0,0,100,217667,1834,124
38019,2024,12,12,0,0,100,211771,2112,106
38020,2024,29,4,25,86,14,147317,3911,37
38022,2024,75,66,9,12,88,203963,2260,95
38023,2024,1,1,0,0,100,75000,625,120
38026,2024,14,11,3,21,79,297425,3378,88
38027,2024,16,16,0,0,100,318048,2795,112
38029,2024,23,22,1,4,96,184121,2011,95
38030,2024,8,7,1,12,88,238323,2669,94
38031,2024,1,1,0,0,100,180500,1805,100
38032,2024,5,5,0,0,100,162700,1802,94
38033,2024,4,4,0,0,100,189088,1944,93
38034,2024,51,38,13,25,75,155491,1755,88
38035,2024,10,10,0,0,100,313954,2592,130
38037,2024,8,6,2,25,75,177225,1849,96
38038,2024,3,3,0,0,100,262183,2216,125
38039,2024,12,6,6,50,50,395355,4270,94
38040,2024,3,1,2,67,33,135190,2431,65
38042,2024,4,4,0,0,100,234738,2126,111
38043,2024,13,12,1,8,92,306863,2686,117
38044,2024,9,9,0,0,100,254544,2191,129
38045,2024,19,18,1,5,95,534728,4455,122
38046,2024,5,5,0,0,100,250710,2821,96
38047,2024,2,2,0,0,100,230590,2411,96
38048,2024,4,2,2,50,50,299162,3838,76
38050,2024,5,5,0,0,100,195260,1647,115
38051,2024,8,8,0,0,100,229729,2260,103
38052,2024,38,22,16,42,58,242227,3220,79
38053,2024,335,95,240,72,28,192019,2613,74
38054,2024,17,17,0,0,100,202274,2114,97
38055,2024,4,4,0,0,100,156358,1686,95
38056,2024,1,1,0,0,100,27000,450,60
38057,2024,3,3,0,0,100,597533,4431,139
38058,2024,28,23,5,18,82,211739,2350,94
38059,2024,19,15,4,21,79,430379,3540,123
38060,2024,3,3,0,0,100,391327,3119,144
38061,2024,34,27,7,21,79,337453,3156,102
38062,2024,9,8,1,11,89,321900,2718,120
38063,2024,6,6,0,0,100,248640,2231,110
38064,2024,30,26,4,13,87,280757,3114,95
38065,2024,18,15,3,17,83,220282,2541,91
38067,2024,25,21,4,16,84,292465,2746,110
38068,2024,4,4,0,0,100,414812,3564,118
38069,2024,17,17,0,0,100,189018,1871,99
38070,2024,8,5,3,38,62,244408,2591,86
38071,2024,21,14,7,33,67,232399,2926,82
38072,2024,19,19,0,0,100,235947,2420,99
38073,2024,9,7,2,22,78,134050,2474,55
38074,2024,1,1,0,0,100,292000,1708,171
38075,2024,24,20,4,17,83,293690,2793,106
38076,2024,18,17,1,6,94,216729,2174,105
38077,2024,11,11,0,0,100,217427,2266,98
38078,2024,6,6,0,0,100,236099,2562,94
38080,2024,10,10,0,0,100,264810,2576,101
38081,2024,21,21,0,0,100,248572,2635,101
38082,2024,19,15,4,21,79,240666,2317,109
38083,2024,3,3,0,0,100,240933,3046,85
38084,2024,13,13,0,0,100,273983,2138,130
38085,2024,50,48,2,4,96,299696,3191,95
38086,2024,1,1,0,0,100,349450,2688,130
38087,2024,28,18,10,36,64,258750,2847,92
38089,2024,1,1,0,0,100,180000,1565,115
38090,2024,7,7,0,0,100,213860,2574,84
38091,2024,5,5,0,0,100,299091,2810,108
38093,2024,6,6,0,0,100,250362,2218,111
38094,2024,25,22,3,12,88,195316,2042,97
38095,2024,20,17,3,15,85,208362,2260,94
38097,2024,31,24,7,23,77,268514,3416,85
38098,2024,6,6,0,0,100,272275,2411,114
38099,2024,12,12,0,0,100,253014,2338,112
38100,2024,21,11,10,48,52,196672,2598,76
38101,2024,7,7,0,0,100,285348,2715,107
38102,2024,3,3,0,0,100,425933,2836,149
38103,2024,5,3,2,40,60,243500,3414,73
38104,2024,14,14,0,0,100,260824,2496,108
38105,2024,27,21,6,22,78,259245,2694,99
38106,2024,1,1,0,0,100,35000,500,70
38107,2024,7,7,0,0,100,308479,3078,101
38109,2024,7,7,0,0,100,335609,2711,126
38110,2024,21,20,1,5,95,406347,3402,117
38111,2024,72,45,27,38,62,336228,3503,99
38112,2024,1,1,0,0,100,267000,3814,70
38113,2024,8,7,1,12,88,245694,2595,104
38114,2024,6,6,0,0,100,325808,3177,108
38115,2024,2,2,0,0,100,174000,1444,118
38117,2024,6,6,0,0,100,187675,1560,134
38118,2024,15,15,0,0,100,305628,2814,118
38120,2024,7,7,0,0,100,401356,3365,114
38124,2024,24,16,8,33,67,155959,2002,80
38126,2024,33,25,8,24,76,569492,4360,129
38127,2024,2,2,0,0,100,151072,2050,64
38128,2024,7,6,1,14,86,112571,1511,78
38129,2024,32,10,22,69,31,236684,3922,54
38130,2024,58,37,21,36,64,197686,2406,87
38131,2024,23,14,9,39,61,287414,2742,103
38132,2024,5,5,0,0,100,156192,2487,64
38133,2024,42,33,9,21,79,375113,3180,119
38134,2024,5,5,0,0,100,258716,2395,118
38135,2024,10,10,0,0,100,228458,2316,92
38136,2024,4,4,0,0,100,338278,2736,128
38137,2024,2,2,0,0,100,247500,2674,92
38138,2024,46,22,24,52,48,227409,2741,85
38139,2024,14,14,0,0,100,219116,2301,100
38140,2024,75,44,31,41,59,332176,3491,95
38141,2024,6,6,0,0,100,212583,1843,112
38144,2024,10,10,0,0,100,352765,3607,107
38146,2024,12,12,0,0,100,287838,2648,109
38147,2024,6,6,0,0,100,186337,2076,86
38148,2024,30,28,2,7,93,236237,2364,105
38149,2024,10,10,0,0,100,294238,2808,110
38150,2024,60,23,37,62,38,243802,3234,75
38151,2024,278,36,242,87,13,149262,1982,75
38152,2024,8,8,0,0,100,273751,2402,113
38153,2024,4,4,0,0,100,308270,3249,96
38154,2024,1,1,0,0,100,222500,3048,73
38155,2024,22,12,10,45,55,146832,1978,77
38156,2024,9,8,1,11,89,240844,1986,121
38157,2024,28,25,3,11,89,361079,3378,108
38158,2024,97,21,76,78,22,222954,2906,75
38159,2024,5,5,0,0,100,207550,1869,110
38160,2024,12,9,3,25,75,226133,2691,89
38161,2024,6,6,0,0,100,225867,1973,131
38162,2024,20,20,0,0,100,249002,2354,116
38163,2024,21,4,17,81,19,70514,2104,37
38166,2024,2,2,0,0,100,328000,2974,123
38167,2024,3,3,0,0,100,236850,2291,103
38169,2024,262,29,233,89,11,138229,2140,65
38170,2024,37,12,25,68,32,254891,3148,79
38171,2024,1,1,0,0,100,125000,3289,38
38172,2024,19,16,3,16,84,309586,2719,116
38173,2024,4,4,0,0,100,170448,2605,69
38174,2024,11,11,0,0,100,168380,2206,76
38175,2024,30,16,14,47,53,242357,3250,77
38176,2024,21,20,1,5,95,349241,2861,121
38177,2024,4,2,2,50,50,144908,3127,51
38179,2024,66,11,55,83,17,231386,3372,65
38180,2024,12,12,0,0,100,239939,2405,101
38181,2024,19,13,6,32,68,223154,2672,85
38182,2024,31,24,7,23,77,209749,2209,96
38183,2024,3,3,0,0,100,257600,2256,110
38184,2024,13,11,2,15,85,332223,3457,97
38185,2024,2320,69,2251,97,3,156626,2625,62
38186,2024,21,4,17,81,19,92898,2299,40
38187,2024,16,9,7,44,56,192466,2546,71
38188,2024,5,4,1,20,80,489280,4497,114
38189,2024,58,43,15,26,74,285352,3569,81
38190,2024,10,9,1,10,90,212500,2304,96
38191,2024,170,9,161,95,5,320485,7446,40
38192,2024,2,2,0,0,100,303600,4929,89
38193,2024,180,89,91,51,49,199094,2585,78
